"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Ontario, California, United States","195014517521",,"30000","US $30,000.00","sports*card*slavik",,"THE MOST UNDERVALUED DURANT PSA 10 ON THE MARKET PERIOD","~CRAZY RARE BOWMAN BLACK CLEAN CARD SHORT PRINT PSA 10 POP 6 KEVIN DURANT 2007",,,"https://www.ebay.com/itm/195014517521",,,"Ships from United States",,
,,,,,"Greenwood, Missouri, United States","304378925109",,"30000","US $30,000.00","courbre_96",,"","2017 Contenders Patrick Mahomes RC Auto 20/25 Rookie ON CARD Autograph BGS 9/10","Sports Trading Card",,"https://www.ebay.com/itm/304378925109",,,,,
,,,,,"Tampa, Florida, United States","314084029241",,"30000","US $30,000.00","vgl_sportscards",,"","2017 National Treasures Mitchell Trubisky Platinum Shield 1/1 🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/314084029241",,,"Ships from United States","8 watchers",
,,,,,"King of Prussia, Pennsylvania, United States","155232087990",,"30000","US $30,000.00","bigbabytone",,"","2019-20 National Treasures Jordan Poole Rookie Patch Auto RPA/99 BGS 8.5/10","Sports Trading Card",,"https://www.ebay.com/itm/155232087990",,,"Ships from United States","31 watchers",
,,,,,"Staten Island, New York, United States","255465067184",,"30000","US $30,000.00","onepizza",,"","2018 National Treasures RPA Rookie Patch Auto 10 LOGOMAN Mo Bamba #129 1/1 RC","Sports Trading Card",,"https://www.ebay.com/itm/255465067184",,,"Ships from United States","32 watchers",
,,,,,"West Des Moines, Iowa, United States","154110800532",,"30000","US $30,000.00","midwestdirect1",,"","PSA 10 2020 Topps Chrome Ben Baller LUIS ROBERT 1985 Red Refractor RC EBay 1/1","Sports Trading Card",,"https://www.ebay.com/itm/154110800532",,,"Ships from United States","44 watchers",
,,,,,"East Meadow, New York, United States","115604102042",,"30000","US $30,000.00","freakfluke",,"","2009 Topps UFC Round 2 Jon Jones Gear Auto Serial #'d 16/25 SGC 8.5 Auto 10 RC","Sports Trading Card",,"https://www.ebay.com/itm/115604102042",,,"Ships from United States","5 watchers",
,,,,,"Oakland, California, United States","295193500955",,"30000","US $30,000.00","emk-investment",,"","Lamar Jackson 2018 Panini Donruss Rookie Phenom Jersey Auto 1/1 BGS 8.5 Auto10",,,"https://www.ebay.com/itm/295193500955",,,"Ships from United States","13 watchers",
,,,,,"Bakersfield, California, United States","194360888259",,"29999","US $29,999.00","vanbr_5627",,"","2021 Panini Prizm UFC Khamzat Chimaev Green Pulsar /25 Rookie SGC 10 Graded GEM","Sports Trading Card",,"https://www.ebay.com/itm/194360888259",,,"Ships from United States","10 watchers",
,,,,,"Minneapolis, Minnesota, United States","304730774128",,"29999.95","US $29,999.95","cardsaway",,"","2013 Bowman Chrome Aaron Judge Auto Yellow PP 1/1 PSA/DNA Certified Auto PSA 10",,,"https://www.ebay.com/itm/304730774128",,,"Ships from United States",,
,,,,,"Honey Brook, Pennsylvania, United States","304193843582",,"29999","US $29,999.00","craigerocksngemz",,"","2014-15 Stephen Curry Panini Flawless Diamond 1/1 PSA MINT 9 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/304193843582",,,"Ships from United States",,
,,,,,"Canton, Michigan, United States","164965872386",,"30000","US $30,000.00","bagozzijd2ky",,"","2014 Panini Prizm World Cup Matchups Messi / Ronaldo Purple /99 (10, 9.5, 9, 9)","Sports Trading Card",,"https://www.ebay.com/itm/164965872386",,,"Ships from United States","37 watchers",
,,,,,"Barrington, Illinois, United States","354364255920",,"30000","US $30,000.00","vintage_card_investor",,"","1951 Bowman #305 Willie Mays PSA 6 RC",,,"https://www.ebay.com/itm/354364255920",,,"Free shipping and returns","Ships from United States","18 watchers"
,,,,,"Greenwood, Missouri, United States","304378926174",,"30000","US $30,000.00","courbre_96",,"","2017 Contenders Patrick Mahomes RC AUTO Draft Class GOLD /17 ON CARD BGS 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/304378926174",,,,,
,,,,,"Weslaco, Texas, United States","225016278848",,"30000","US $30,000.00","thepackdog",,"","2008 ud premier michael jordan auto jersey psa 9 mint pop 2 sp 08/50","Sports Trading Card",,"https://www.ebay.com/itm/225016278848",,,"Ships from United States","15 watchers",
,,,,,"New York City, United States","364037726946",,"30000","US $30,000.00","mandlcards",,"","1996 Topps Chrome Refractor KOBE BRYANT Rookie Lakers PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/364037726946",,,"39 watchers",,
,,,,,"Madison, Wisconsin, United States","165570800905",,"30000","US $30,000.00","bmw_cards2",,"","1911 C55 Imperial Tobacco #20 Fred Cyclone Taylor SGC 8.5 NM-MT+ Population of 1","Sports Trading Card",,"https://www.ebay.com/itm/165570800905",,,"Free shipping and returns","Ships from United States",
,,,,,"Clearwater, Florida, United States","314195677402",,"30000","US $30,000.00","palmsportscards",,"","2014 WORLD CUP Prizm RED PRIZMS Refractor #12 Lionel Messi BGS 9.5 GEM /149 GM","Sports Trading Card",,"https://www.ebay.com/itm/314195677402",,,"Ships from United States",,
,,,,,"Livonia, Michigan, United States","194954499830",,"30000","US $30,000.00","cardguy444",,"","SUPER RARE HoloGold TOM BRADY ROOKIE (U of M)+(JERSEY #10) (# 10/200) 2000 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/194954499830",,,"Ships from United States",,
,,,,,"Shamrock, Texas, United States","313906339525",,"30000","US $30,000.00","base10.sportscards",,"","2018 topps chrome shohei ohtani gold refractor auto rc psa 10! ***Pop 11*** MVP!","Sports Trading Card",,"https://www.ebay.com/itm/313906339525",,,"Ships from United States","23 watchers",
,,,,,"Chappaqua, New York, United States","334281972028",,"30000","US $30,000.00","miripiri1699",,"","2014 Aaron Donald National Treasures SILVER Auto RC /25 BGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/334281972028",,,"Ships from United States",,
,,,,,"Melville, New York, United States","184697780973",,"30000","US $30,000.00","jayscards53",,"","2003 Bowman Chrome Rookies & Stars LeBron James ROOKIE RC #123 PSA 10 GEM MINT🔥","Sports Trading Card",,"https://www.ebay.com/itm/184697780973",,,"Ships from United States","10 watchers",
,,,,,"Beaumont, Texas, United States","314136541435",,"30000","US $30,000.00","vafos_0",,"","2022 Oneil Cruz Topps 1/1 Asking 50k Local Pick Up","Sports Trading Card",,"https://www.ebay.com/itm/314136541435",,,"8 watchers",,
,,,,,"San Diego, California, United States","294041052749",,"30000","US $30,000.00","jjbeloro",,"","Fernando Tatis Jr. 2019 Topps Chrome Rookie Auto BGS 10 Black Label POP 1 RC","Sports Trading Card",,"https://www.ebay.com/itm/294041052749",,,"37 watchers",,
,,,,,"Fontana, California, United States","204143286185",,"30000","US $30,000.00","boostoybox",,"","2019 Bowman Draft Chrome Prospect Orange Auto Gunnar Henderson SN: 4/25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/204143286185",,,"Ships from United States","6 watchers",
,,,,,"New York City, United States","124994207457",,"30000","US $30,000.00","mandlcards",,"","1949 Bowman JACKIE ROBINSON Rookie Brooklyn Dodgers PSA 7","Sports Trading Card",,"https://www.ebay.com/itm/124994207457",,,"Ships from United States","17 watchers",
,,,,,"Oakland, California, United States","295198595627",,"30000","US $30,000.00","emk-investment",,"","Lamar Jackson 2018 Panini Elements Radioactive Rook Mat Blk NFL Shield 1/1 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/295198595627",,,"Ships from United States","12 watchers",
,,,,,"Findlay, Ohio, United States","254647228951",,"30000","US $30,000.00","heathil-5",,"","Patrick Mahomes 2017 Select Prizm Gold Rpa/10 Kansas City Chiefs Super Bowl MVP","Sports Trading Card",,"https://www.ebay.com/itm/254647228951",,,"Ships from United States",,
,,,,,"Falls Church, Virginia, United States","165758737136",,"30000","US $30,000.00","asanta10104jps",,"EXTREMELY RARE ONLY 1 PSA CARD GRADED HIGHER","1968 TOPPS PLAKS CHECKLIST #1 MANTLE ROBINSON KILLEBREW YAZ KALINE RARE PSA 6","Sports Trading Card",,"https://www.ebay.com/itm/165758737136",,,"Ships from United States",,
,,,,,"Bucksport, Maine, United States","255872331810",,"30000","US $30,000.00","sea_starr",,"","1990 CLASSIC DRAFT PICKS CHIPPER JONES #1 BGS GEM MINT 9.5 BLANK BACK ERROR CARD","Sports Trading Card","Does not apply","https://www.ebay.com/itm/255872331810",,,"Returns accepted","Ships from United States",
,,,,,"Ontario, California, United States","194804885073",,"30000","US $30,000.00","sports*card*slavik",,"","PSA 10 3 COLORS PATCH 2007 FLEER HOT PROSPECTS AUTO KEVIN DURANT ROOKIE RARITY",,,"https://www.ebay.com/itm/194804885073",,,,,
,,,,,"Harrisburg, Pennsylvania, United States","254719397458",,"30000","US $30,000.00","memorabiliaman11",,"","2003 Skybox Autographics LeBron James rookie PSA 10 ***only 1 on EBAY!!!!***","Sports Trading Card",,"https://www.ebay.com/itm/254719397458",,,"Ships from United States","18 watchers",
,,,,,"Tipp City, Ohio, United States","234696460806",,"29999.99","US $29,999.99","nextlevel10",,"","2011 Bowman Sterling Mike Trout Rookie Refractor Auto #/109 BGS 10 w/ 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234696460806",,,"Ships from United States",,
,,,,,"Oklahoma City, Oklahoma, United States","144812191702",,"29999.99","US $29,999.99","soonersportscards",,"","Colin Kaepernick 2011 Topps Finest Rookie Autograph Superfractor 1/1 #52 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/144812191702",,,"Ships from United States",,
,,,,,"Little Neck, New York, United States","224885140484",,"29999.99","US $29,999.99","sonnyscomics",,"","2019-20 HOOPS ROOKIE INK RED ZION WILLIAMSON #1/25 BGS 9 GEM MINT 10 AUTO INVEST","Sports Trading Card",,"https://www.ebay.com/itm/224885140484",,,"Ships from United States",,
,,,,,"South Burlington, Vermont, United States","204093761955",,"29999.99","US $29,999.99","bsereni12",,"","2017 Panini Donruss Optic Patrick Mahomes II #48/50 Red Prizm Rookie Auto PSA 9!","Sports Trading Card",,"https://www.ebay.com/itm/204093761955",,,"Ships from United States","13 watchers",
,,,,,"Lancaster, Pennsylvania, United States","264797723903",,"29999.99","US $29,999.99","kes935",,"","BGS 9.5/10 AARON JUDGE AUTO 2013 BOWMAN CHROME GREEN REFRACTOR #/75 RC GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/264797723903",,,"Ships from United States","16 watchers",
,,,,,"Arvada, Colorado, United States","144640326058",,"30000","US $30,000.00","porzingiscollector",,"","2019 Stephen Curry #260 Panini Black SNAKESKIN Mosaic PSA 10 1/1 Masterpiece USA","Sports Trading Card",,"https://www.ebay.com/itm/144640326058",,,"Ships from United States","12 watchers",
,,,,,"Chappaqua, New York, United States","234055262045",,"30000","US $30,000.00","miripiri1699",,"","2016 Fernando Tatis RC Auto Bowman Chrome BGS 10 PRISTINE","Sports Trading Card","Does not apply","https://www.ebay.com/itm/234055262045",,,"Ships from United States","6 watchers",
,,,,,"Virginia Beach, Virginia, United States","304002018456",,"29999.99","US $29,999.99","mrcandl",,"","JORDAN CLARKSON #32 2014-15 BLACK PRIZM ROOKIE AUTO 1/1 BGS 9.5/10 JAZZ/LAKERS","Sports Trading Card",,"https://www.ebay.com/itm/304002018456",,,"Returns accepted","Ships from United States","7 watchers"
,,,,,"Rhode Island, United States","314265816415",,"30000","US $30,000.00","yepbg",,"","1954 Wilson Franks Ted Williams PSA 5 Boston Red Sox HOF","Sports Trading Card",,"https://www.ebay.com/itm/314265816415",,,"Ships from United States",,
,,,,,"Bradenton, Florida, United States","313972748247",,"29999.99","US $29,999.99","sarahmc143",,"","2020 Panini Flawless Sapphire Rookie RPA Justin Herbert Auto 7/10 BGS 9 Chargers","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/313972748247",,,"Free returns","Ships from United States","13 watchers"
,,,,,"Carrollton, Texas, United States","294371434520",,"30000","US $30,000.00","ngnichols1983",,"","2010 Bowman Platinum - Mike Trout - #PP5 - Prospect - Red Refractor /25 - BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/294371434520",,,"Ships from United States",,
,,,,,"Kapolei, Hawaii, United States","125519450780",,"29999.99","US $29,999.99","splash_breakers",,"","2001 Playoff Absolute Albert Pujols RC Base Relic Auto 2/700 PSA/DNA 8/10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/125519450780",,,"5 watchers",,
,,,,,"Portland, Oregon, United States","125628024178",,"29999.99","US $29,999.99","nw.cards",,"","2003-04 Topps Pristine REFRACTOR LeBron James #101 PSA10 MBA BLACK Diamond /1999","Sports Trading Card",,"https://www.ebay.com/itm/125628024178",,,"Ships from United States",,
,,,,,"Sicklerville, New Jersey, United States","385171705186",,"29999.99","US $29,999.99","bchick1022",,"","2017 Panini Select Patrick Mahomes 18 /25 Auto Prizm Rookie Signature BGS 9/9","Sports Trading Card",,"https://www.ebay.com/itm/385171705186",,,"Free shipping and returns","Ships from United States",
,,,,,"Las Vegas, Nevada, United States","394196799318",,"30000","US $30,000.00","darksidesportsandtcg",,"","2021 Donruss Optic Mac Jones Rookie Downtown Black Pandora /25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/394196799318",,,"Ships from United States","16 watchers",
,,,,,"Los Angeles, California, United States","403531291481",,"30000","US $30,000.00","haroarak_0",,"","2014 Prizm Stephen Curry Auto Red Pulsar Psa 9 25/25","Sports Trading Card",,"https://www.ebay.com/itm/403531291481",,,"Sale benefits charity","Ships from United States",
,,,,,"Clearwater, Florida, United States","362992142976",,"30000","US $30,000.00","powerseller727",,"","The Bar Michael Jordan Autograph Game Used Jersey Letter ""A"" BGS 9.5 Auto 10 1/1","Sports Trading Card",,"https://www.ebay.com/itm/362992142976",,,"Ships from United States","15 watchers",
,,,,,"Springfield, Virginia, United States","265833971276",,"29999.99","US $29,999.99","nemesioallday",,"","1994 Signature Rookies Derek Jeter Hottest Prospect PSA 10 Autograph Auto PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/265833971276",,,"Ships from United States","6 watchers",
,,,,,"Corona, California, United States","364004812256",,"29950","US $29,950.00","davidssportscards",,"","Tom Brady 2000 Playoff Contenders RC Rookie # 144 PSA Authentic 9 Auto! Look",,,"https://www.ebay.com/itm/364004812256",,,"Ships from United States","24 watchers",
,,,,,"Palmetto, Florida, United States","124868066484",,"29999.99","US $29,999.99","junkwaxbombs",,"","1991 Score Mickey Mantle Autographed Complete Rare Insert Set Graded PSA/BVG!!!!","Sports Trading Card",,"https://www.ebay.com/itm/124868066484",,,"Returns accepted","Ships from United States","8 watchers"
,,,,,"Brooklyn, New York, United States","185381642169",,"30000","US $30,000.00","fashionnyc1210",,"","2013-14 Sp Authetic Giannis Antetokounmpo Rookie Auto BGS PRISTINE 10 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/185381642169",,,"Free shipping and returns","Ships from United States",
,,,,,"Henrico, Virginia, United States","174397657288",,"29999.99","US $29,999.99","goodvibessportscards",,"","2018 Select GREEN CONCOURSE #1/5 Lamar Jackson SSP RC - PSA 10 GEM-MINT!!!! MVP!","Sports Trading Card",,"https://www.ebay.com/itm/174397657288",,,"Ships from United States","8 watchers",
,,,,,"Canton, Connecticut, United States","264648704744",,"29999.99","US $29,999.99","ne-investments",,"","1997-98 Topps Chrome Refractor Tim Duncan Rookie RC BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/264648704744",,,"Ships from United States","50 watchers",
,,,,,"Cedar Park, Texas, United States","284910976551",,"29999.99","US $29,999.99","lucky7cardshop",,"","JOSH GIDDEY 2021-22 NATIONAL TREASURES ROOKIE PATCH AUTO RPA /25 Pink","Sports Trading Card",,"https://www.ebay.com/itm/284910976551",,,"Ships from United States","10 watchers",
,,,,,"Wichita, Kansas, United States","165698083306",,"29999.99","US $29,999.99","fielder4mvp",,"","2014 PANINI FLAWLESS ZACH LAVINE ON CARD BLACK ROOKIE AUTO AUTOGRAPH 1/1 PSA 10!",,,"https://www.ebay.com/itm/165698083306",,,"Ships from United States","5 watchers",
,,,,,"Shenyang, Liaoning, China","194260163993",,"29999.99","US $29,999.99","personalcollection_cardworld",,"","2007-08 UD Exquisite Kobe Bryant Moses Malone Number Dual Patch Auto /24 BGS8","Sports Trading Card",,"https://www.ebay.com/itm/194260163993",,,"14 watchers",,
,,,,,"Cupertino, California, United States","234751716460",,"29999.99","US $29,999.99","titanium101",,"","2013 Panini Prizm Blue Prizm #290 Giannis Antetokounmpo RC BGS 9.5 GEM MINT TG+","Sports Trading Card",,"https://www.ebay.com/itm/234751716460",,,"Ships from United States","7 watchers",
,,,,,"SAINT-HUBERT, Canada","125053497017",,"29999","US $29,999.00","bgl_27",,"","1986 Fleer Basketball #57 Michael Jordan Rookie Card RC Graded PSA 9 GOAT","Sports Trading Card",,"https://www.ebay.com/itm/125053497017",,,"Ships from Canada","143 watchers",
,,,,,"Hercules, California, United States","185245936893",,"30000","US $30,000.00","chiaxsfc",,"","2020-2021 Mosaic Gold Lamelo Ball Rookie Autograph Prizm PSA 10 Numbered 06/10","Sports Trading Card",,"https://www.ebay.com/itm/185245936893",,,"18 watchers",,
,,,,,"U.S.A BID WITH CONFIDENCE !, United States","361372792258",,"29999.99","US $29,999.99","avsports888",,"","BGS 9.5 *10* AUTOGRAPH AARON RODGERS 2005 ULTIMATE RC AUTO #ED 30/99 PACKERS QB",,,"https://www.ebay.com/itm/361372792258",,,"Returns accepted","Ships from United States","21 watchers"
,,,,,"Jackson, Michigan, United States","402791762424",,"29999.99","US $29,999.99","jrconcessi",,"","1993 93 TOPPS FINEST REFRACTOR IVAN RODRIGUEZ PSA 10 GEM MINT HOF RANGERS","Sports Trading Card",,"https://www.ebay.com/itm/402791762424",,,"Ships from United States","8 watchers",
,,,,,"Houston, Texas, United States","255836563633",,"29999.99","US $29,999.99","3angels.mom",,"","Jeremy Pena Auto RC 2020 Bowman Sterling Blue Refractor 17/25 PSA Gem Mint 10","Sports Trading Card",,"https://www.ebay.com/itm/255836563633",,,"Ships from United States",,
,,,,,"Belchertown, Massachusetts, United States","144760723569",,"29999.99","US $29,999.99","emx777",,"","1998 Skybox Premium #231 Peyton Manning Star Rubies RC /35 PSA 9 POP 2",,,"https://www.ebay.com/itm/144760723569",,,"Ships from United States","14 watchers",
,,,,,"Canton, Connecticut, United States","266027485012",,"29999.99","US $29,999.99","ne-investments",,"","2003-04 Bowman Chrome Lebron James Rookie RC BGS 10 PRISTINE","Sports Trading Card",,"https://www.ebay.com/itm/266027485012",,,,,
,,,,,"The Colony, Texas, United States","224452509172",,"29999.99","US $29,999.99","amaanb1",,"","2018 Panini Prizm Choice Tiger Stripe Shai Gilgeous-Alexander Rookie RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/224452509172",,,"Ships from United States","7 watchers",
,,,,,"Fort Walton Beach, Florida, United States","144314387463",,"29999.99","US $29,999.99","dobermanboy30",,"","1/5  LeBron James 2014-15 SP Authentic Auto BGS 9.5 10 SSP 'ON CARD' AUTO  RARE","Sports Trading Card",,"https://www.ebay.com/itm/144314387463",,,"Ships from United States",,
,,,,,"Garden Grove, California, United States","204086514930",,"29999.99","US $29,999.99","slab10stradingcards",,"","2021-22 Finest UCL Sidney Raebiger RC Auto Red Refractor /5 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/204086514930",,,"Ships from United States",,
,,,,,"San Jose, California, United States","265152151383",,"29999.99","US $29,999.99","$organizegame$",,"","2020 Panini Immaculate Football Joe Burrow Gold Premium Rookie Patch Auto 08/25","Sports Trading Card",,"https://www.ebay.com/itm/265152151383",,,"Ships from United States","8 watchers",
,,,,,"Canton, Connecticut, United States","266027452184",,"29999.99","US $29,999.99","ne-investments",,"ROOKIE PATCH AUTO... # 5/99... EXTREMELY RARE...CHIEFS","2017 Panini Silver Prizm Patrick Mahomes Rookie RC BGS 9.5 10 / Auto","Sports Trading Card",,"https://www.ebay.com/itm/266027452184",,,"Ships from United States",,
,,,,,"Lancaster, Pennsylvania, United States","265919157756",,"29999.99","US $29,999.99","kes935",,"","BGS 9.5/10 AARON JUDGE AUTO 2013 BOWMAN CHROME BLUE REFRACTOR #/99 RC GEM MINT+","Sports Trading Card","Does not apply","https://www.ebay.com/itm/265919157756",,,"Ships from United States","18 watchers",
,,,,,"Hahnville, Louisiana, United States","334662167461",,"29999.99","US $29,999.99","2001cvette",,"","2018 Panini Prizm Josh Allen #17/149 Jersey #’d Red Wave Prizm RC #205 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/334662167461",,,,,
,,,,,"Toledo, Ohio, United States","225251601010",,"29999.95","US $29,999.95","eaglesnestnumismatics",,"","2003 UD TPL Dimensions Michael Jordan Standout Signatures STA5 Authentic Auto 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/225251601010",,,"Returns accepted","Ships from United States","14 watchers"
,,,,,"Lake Oswego, Oregon, United States","363729995895",,"29999.95","US $29,999.95","on_ig_gem10collection",,"","1999 Skybox E-X Essential Credentials Future Kobe Bryant /36 BGS 9.5 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/363729995895",,,"Ships from United States","24 watchers",
,,,,,"Tokyo, Japan","354002126450",,"29999.99","US $29,999.99","mo233491",,"","2018 Panini Donruss Shohei Ohtani Signing Day Card BGS 9.5 Free Shipping","Sports Trading Card",,"https://www.ebay.com/itm/354002126450",,,"Free shipping and returns",,
,,,,,"Indianapolis, Indiana, United States","165825877087",,"29999.99","US $29,999.99","pusha317",,"","🔥🏀 🐐 1998-99 Hoops Bams /250 Michael Jordan (1) BGS 8.5 NM MT+ 🐐🏀🔥","Sports Trading Card",,"https://www.ebay.com/itm/165825877087",,,"Returns accepted","Ships from United States",
,,,,,"Minneapolis, Minnesota, United States","363909166940",,"29999","US $29,999.00","wambo55",,"","2019-20 Panini Prizm Zion Williamson ROOKIE RC #248 BGS 10 BLACK LABEL","Sports Trading Card",,"https://www.ebay.com/itm/363909166940",,,"Ships from United States","14 watchers",
,,,,,"Ventura, California, United States","353619339718",,"29999.95","US $29,999.95","legengarysports",,"","2018 Sportkings B Autothreads Pele Signed Jersey Auto #d/9 Autograph BGS 9.5/10",,,"https://www.ebay.com/itm/353619339718",,,"Ships from United States","5 watchers",
,,,,,"Myrtle Beach, South Carolina, United States","155285079331",,"29999.99","US $29,999.99","sean24ld13",,"","2015-16 UD Contours Rookie Jumbo Patch Auto /35 Connor McDavid BGS 8.5 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/155285079331",,,"Ships from United States",,
,,,,,"Indiana, United States","334307873076",,"29999.97","US $29,999.97","saltytheseagulljr",,"","1986 (9 Count Lot) Topps Traded Tiffany Barry Bonds (RC) (#11T) PSA9 (No Offers)",,,"https://www.ebay.com/itm/334307873076",,,"8 watchers",,
,,,,,"Plainfield, Connecticut, United States","133855813246",,"29999.12","US $29,999.12","sjwinnick",,"","2002 TOPPS GALLERY MASTER SET TOM BRADY AUTO CARDS BGS PSA EXTREMELY RARE",,"Does not apply","https://www.ebay.com/itm/133855813246",,,"Returns accepted","Ships from United States","11 watchers"
,,,,,"New Bern, North Carolina, United States","275569810823",,"29999.95","US $29,999.95","enc_sportscards",,"","2021 Bowman University Red Shimmer 1st RC 7/10 - PSA Gem Mint 10 - BRYCE YOUNG","Sports Trading Card",,"https://www.ebay.com/itm/275569810823",,,"Ships from United States",,
,,,,,"San Antonio, Texas, United States","265400177556",,"29999.95","US $29,999.95","tomorrowstreasures2003",,"","1996-97 E-X 2000 E-X2000 Credentials MICHAEL JORDAN BGS 8.5 NM-MINT +","Sports Trading Card",,"https://www.ebay.com/itm/265400177556",,,"Ships from United States","31 watchers",
,,,,,"Jacksonville, Florida, United States","325180098153",,"29999.95","US $29,999.95","mycouch29",,"","1982 Wrestling All Stars Series A Complete PSA Set 1-36 Giant Hogan Flair Rookie","Sports Trading Card",,"https://www.ebay.com/itm/325180098153",,,"Returns accepted","Ships from United States","19 watchers"
,,,,,"Port Washington, Wisconsin, United States","334622760066",,"29999.95","US $29,999.95","buckswin07",,"The ONLY 1/1 Jordan Auto from the All Time Greats set.","2013 Upper Deck All Time Greats Michael Jordan TRUE 1/1 ON Card Auto BGS 10 🔥","Sports Trading Card",,"https://www.ebay.com/itm/334622760066",,,"Ships from United States","5 watchers",
,,,,,"New York, New York, United States","203861673286",,"29999.99","US $29,999.99","anywho33",,"","PSA 9 Darius Garland Panini Contenders Optic Gold Vinyl Superfractor RC #’d 1/1","Sports Trading Card",,"https://www.ebay.com/itm/203861673286",,,"Ships from United States","40 watchers",
,,,,,"Twinsburg, Ohio, United States","195263421571",,"29999.99","US $29,999.99","debbygr",,"","B93 BOBBY ORR 2012 FLEER RETRO EX 2001 ESSENTIAL CREDENTIALS NOW 2/4 #4 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/195263421571",,,"Returns accepted","Ships from United States",
,,,,,"Fort Lauderdale, Florida, United States","195342914663",,"29999","US $29,999.00","dubz123456",,"","2021 Coco Gauff Exquisite Collection #RACG /99 PSA8.5 Card/ PSA9 Auto! POP 1! RC","Sports Trading Card",,"https://www.ebay.com/itm/195342914663",,,"Ships from United States",,
,,,,,"Westhampton Beach, New York, United States","184662319635",,"29999","US $29,999.00","lukie2ndchance",,"","1999 PASSING THE TORCH PTT WALTER PAYTON BARRY SANDERS DUAL AUTO 3x9.5 10x1","Sports Trading Card","Does not apply","https://www.ebay.com/itm/184662319635",,,"Ships from United States","93 watchers",
,,,,,"Newbury Park, California, United States","304664433184",,"29999","US $29,999.00","dubscardbreaks",,"","2018 Panini Josh Allen Contenders Rookie RC Preview /24 PSA 10 Auto 10 - POP 1","Sports Trading Card",,"https://www.ebay.com/itm/304664433184",,,"Ships from United States",,
,,,,,"Shenyang, Liaoning, China","194884017938",,"29999.99","US $29,999.99","personalcollection_cardworld",,"","2001-02 UD MJ'S Back Michael Jordan Jersey Auto /23 BGS Bulls","Sports Trading Card",,"https://www.ebay.com/itm/194884017938",,,"11 watchers",,
,,,,,"Attleboro Falls, Massachusetts, United States","165764393566",,"29999.99","US $29,999.99","jps_soles",,"","2017 Michael Jordan & Tiger Woods Goudey Sport Royalty DUAL AUTO PSA 9 SSP RARE","Sports Trading Card",,"https://www.ebay.com/itm/165764393566",,,"Ships from United States","27 watchers",
,,,,,"Corvallis, Oregon, United States","203720087972",,"29999","US $29,999.00","sportcardclassics",,"","2003-04 Upper Deck All-Star Die Cut BLACK SE1 Michael Jordan SP /25 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/203720087972",,,"Free shipping and returns","Ships from United States","18 watchers"
,,,,,"Portland, Oregon, United States","295236691452",,"29999","US $29,999.00","portland_duck",,"","2018 Panini Prizm World Cup Kylian Mbappe Rookie Card Camo /20 #80 PSA 10 GEM MT","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/295236691452",,,"Ships from United States","25 watchers",
,,,,,"Arlington, Texas, United States","293961638177",,"29999","US $29,999.00","cheapestprice_store",,"","1986 Fleer Sticker Michael Jordan #8 RC MINT+++ PSA 9 Look Like GEM MINT RARE","Sports Trading Card",,"https://www.ebay.com/itm/293961638177",,,"Ships from United States","47 watchers",
,,,,,"Naples, Florida, United States","284889388825",,"29999.99","US $29,999.99","grailsngoods2022",,"THE KING & HIS HEIR PSA NM-MT 8 AUTO 9 POP 3","KAREEM ABDUL-JABBAR SHAQUILLE O'NEAL DAUL AUTO /2500 1992 CLASSIC 4 SPORT PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/284889388825",,,"Ships from United States","10 watchers",
