"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Houston, Texas, United States","204144712096",,"85000","US $85,000.00","awlio.bao9x5ipa",,"","Ted Williams psa Mint 9 Fleer 1959 Baseball Card #38 "" Power Rampage "" 1949","Sports Trading Card",,"https://www.ebay.com/itm/204144712096",,,"Free shipping and returns","Ships from United States",
,,,,,"Brno, Czech Republic","275156682365",,"85000","US $85,000.00","niketinbaw",,"","2014-15 David Pastrnak The Cup black 1/1 and 2x premier rookie autos 1/1 rare","Sports Trading Card",,"https://www.ebay.com/itm/275156682365",,,"13 watchers",,
,,,,,"Morrisville, North Carolina, United States","164691742797",,"89999.99","US $89,999.99","ncmultimarketing04",,"","2014 National Treasures Tom Brady Patch Autograph BGS 9 Auto 10 True 1/1","Sports Trading Card",,"https://www.ebay.com/itm/164691742797",,,"Ships from United States","44 watchers",
,,,,,"Montreal, Canada","195456740783",,"111000","C $111,000.00","frolicgallery",,"Basketball ***HOLY GRAIL*** TOP LEVEL Investment Card.","1986-87 Fleer #57 Michael Jordan (RC) ROOKIE Beckett 9.5 GEM MINT (HOF) *GOAT*","Sports Trading Card",,"https://www.ebay.com/itm/195456740783",,,"8 watchers",,
,,,,,"Scottsdale, Arizona, United States","234646291795",,"82500","US $82,500.00","tonyetrade",,"","1933 Sport Kings #2 Babe Ruth","Sports Trading Cards",,"https://www.ebay.com/itm/234646291795",,,"Returns accepted","Ships from United States","8 watchers"
,,,,,"Clarendon Hills, Illinois, United States","134292101086",,"83999","US $83,999.00","frankofneworleans",,"","2020 National Treasures Joe Burrow Rookie Patch Auto #51/99 BGS 9.5 Bengals RPA","Sports Trading Card",,"https://www.ebay.com/itm/134292101086",,,"Ships from United States",,
,,,,,"Cincinnati, Ohio, United States","275530707244",,"84250","US $84,250.00","deans_cards",,"","1922 W575-1  Babe Ruth RF Yankees HALL-OF-FAME VARIATION PSA 3 - VG 100A 00 0005",,,"https://www.ebay.com/itm/275530707244",,,"Ships from United States","5 watchers",
,,,,,"Saratoga Springs, New York, United States","303105186834",,"80999.99","US $80,999.99","collectusa",,"","Stephen Curry 2009 Bowman Black #33/48 BGS 8.5 NM-MT+ Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/303105186834",,,"Ships from United States","54 watchers",
,,,,,"Los Altos, California, United States","304723358921",,"83000","US $83,000.00","jcal2849",,"","🔥 Henry Lou Gehrig 1933 Goudey #160 New York Yankees HOF PSA 7","Sports Trading Card",,"https://www.ebay.com/itm/304723358921",,,"Ships from United States","6 watchers",
,,,,,"Los Altos, California, United States","303949233858",,"80000","US $80,000.00","jcal2849",,"","1976 Topps Walter Payton rookie card #148 SGC 98 Gem Mint HIGH END Nice!","Sports Trading Card",,"https://www.ebay.com/itm/303949233858",,,"Ships from United States","21 watchers",
,,,,,"Naples, Florida, United States","144631844526",,"79995","US $79,995.00","steve_novella",,"","1933 Goudey Baseball Babe Ruth #181 PSA 6 YANKEES EX-MT HOF","Sports Trading Card",,"https://www.ebay.com/itm/144631844526",,,"Ships from United States","84 watchers",
,,,,,"Saint Peters, Missouri, United States","324484347412",,"82500","US $82,500.00","wwldd08",,"","MINT! LEBRON JAMES REFRACTOR ROOKIE TOPPS CHROME PSA 9 2003-04 #111 Lakers Cavs","Sports Trading Card",,"https://www.ebay.com/itm/324484347412",,,"27 watchers",,
,,,,,"Havre, Montana, United States","114258153530",,"89999.99","US $89,999.99","1cardshop23",,"","2013 Giannis Antetokounmpo Panini Gold Knights Rookie PSA 10! POP 2 💎RARE💎","Sports Trading Card",,"https://www.ebay.com/itm/114258153530",,,"Ships from United States","20 watchers",
,,,,,"Brooklyn, New York, United States","255799668062",,"81999.99","US $81,999.99","cardlots1",,"","1956 Topps #135 Mickey Mantle Yankees HOF Gray Back GAI 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/255799668062",,,"Ships from United States",,
,,,,,"Portland, Oregon, United States","255627153187",,"85000","US $85,000.00","smoke87sportscardsllc",,"","2013-14 Panini Prizm Autograph Gold Prizm Bill Russell BGS 9.5 w/10 Auto /10 SSP","Sports Trading Card",,"https://www.ebay.com/itm/255627153187",,,"Ships from United States","10 watchers",
,,,,,"Boca Raton, Florida, United States","334604171082",,"79999","US $79,999.00","brgre7104",,"the highest graded  Select RPA  jersey # in existence","2020 Panini Select Tie-Dye Prizm Justin Herbert RPA QUAD 10 ONE OF A KIND PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/334604171082",,,"Ships from United States",,
,,,,,"Tracy, California, United States","313914041409",,"79999.99","US $79,999.99","redngoldsports",,"","MICHAEL JORDAN 2007-08 UD CHRONOLOGY STITCHES ON TIME PATCH AUTO #/25 BGS 9/10","Sports Trading Card",,"https://www.ebay.com/itm/313914041409",,,"Ships from United States","47 watchers",
,,,,,"East Norwich, New York, United States","155261290076",,"79999.99","US $79,999.99","pc_sportscards",,"","Anthony Edwards 2020 National Treasures #111 RPA RC PATCH AUTO PSA 9 / 10 #D/99","Sports Trading Card",,"https://www.ebay.com/itm/155261290076",,,"Returns accepted","10 watchers",
,,,,,"Sports Card City, United States","193842901951",,"79999.99","US $79,999.99","sports-card-city",,"","1984-85 Michael Jordan Star RC #101... Graded BGS 8.5 NM-MT+ w/9.5 sub","Sports Trading Card",,"https://www.ebay.com/itm/193842901951",,,"Ships from United States","68 watchers",
,,,,,"Boston, Massachusetts, United States","165672202554",,"80000","US $80,000.00","jeffd1111",,"","PATRICK MAHOMES 2017 Optic Contenders Red Rookie Ticket RC Auto 47/75 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/165672202554",,,"Ships from United States","9 watchers",
,,,,,"Palm City, Florida, United States","313636454207",,"80000","US $80,000.00","rojamcollectibles",,"","2018 Topps Now Juan Soto 1ST EVER RC LOGO #235BW #235 PSA 10 1/1 POP /1 PLATINUM","Sports Trading Card",,"https://www.ebay.com/itm/313636454207",,,"Ships from United States","11 watchers",
,,,,,"Plumsteadville, Pennsylvania, United States","314108943535",,"82500","US $82,500.00","www.707sportscards.com",,"","1952 Topps #311 Mickey Mantle PSA 3 Yankees  (4365)","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/314108943535",,,"Free shipping and returns","Ships from United States","42 watchers"
,,,,,"Nolensville, Tennessee, United States","324355351701",,"79999.95","US $79,999.95","sealedcases_on_ig",,"","2017 Origins Patrick Mahomes Chiefs RC Rookie AUTO GOLD #1/5 1/1 BGS 9.5 w/2 10s","Sports Trading Card",,"https://www.ebay.com/itm/324355351701",,,"Ships from United States","21 watchers",
,,,,,"Salem, Massachusetts, United States","165339019928",,"80000","US $80,000.00","tabbyslist",,"","BGS 9 2009 TOPPS UFC ROUND 1 SILVER JOE ROGAN DEBUT ROOKIE RC /288 NONE HIGHER","Sports Trading Card",,"https://www.ebay.com/itm/165339019928",,,"Ships from United States","7 watchers",
,,,,,"Flushing, New York, United States","394002504191",,"80000","US $80,000.00","sungson1111",,"","2015 Nikola Jokic Rookie Flawless 5/5 PSA 10 Emerald","Sports Trading Card",,"https://www.ebay.com/itm/394002504191",,,"Ships from United States","7 watchers",
,,,,,"Flushing, New York, United States","275231709039",,"80000","US $80,000.00","sungson1111",,"","2015-16 Panini Noir Nikola Jokic RPA PSA9 Rookie Tags Patch 3/3 Nuggets","Sports Trading Card",,"https://www.ebay.com/itm/275231709039",,,"Ships from United States","15 watchers",
,,,,,"USA,USA, United States","171807327413",,"79995","US $79,995.00","vetteboy1968",,"","1957 TOPPS #95 MICKEY MANTLE BVG 8.5 NM-MT+ POP 3 (No 9s) HOF YANKEES MVP ""MICK""","Sports Trading Card",,"https://www.ebay.com/itm/171807327413",,,"26 watchers",,
,,,,,"Flushing, New York, United States","275161838333",,"80000","US $80,000.00","sungson1111",,"","2015-16 Panini Spectra Nikola Jokic RC Patch Auto BGS 9.5 One Of One Prizm Black","Sports Trading Card",,"https://www.ebay.com/itm/275161838333",,,"Ships from United States","25 watchers",
,,,,,"Seattle, Washington, United States","155203486898",,"79999","US $79,999.00","mykscards",,"","2021-22 Donruss Optic Fast Break Cade Cunningham Black 1/1 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/155203486898",,,"Ships from United States","19 watchers",
,,,,,"Pacific Grove, California, United States","155001496456",,"82500","US $82,500.00","alittlebytedifferent",,"1 Pop no PSA graded higher than this Tyrese Maxey","PSA 9 AUTO 10 2020-21 NATIONAL TREASURES FOTL TYRESE MAXEY TRUE RPA GOLD 9 OF 24","Sports Trading Card",,"https://www.ebay.com/itm/155001496456",,,"Ships from United States","30 watchers",
,,,,,"Astoria, New York, United States","363806655273",,"80000","US $80,000.00","godtham",,"","2020-21 Panini Prizm Immanuel Quickley Choice Prizm NEBULA 1/1 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/363806655273",,,"Ships from United States","36 watchers",
,,,,,"Astoria, New York, United States","363930134859",,"80000","US $80,000.00","godtham",,"","2019 Flawless Zion Williamson /15 Rookie Patch Auto RPA Pelicans Vertical BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/363930134859",,,"Ships from United States","22 watchers",
,,,,,"Encino, California, United States","164776063184",,"80000","US $80,000.00","8767drose",,"","2013-14 Giannis Antetokounmpo #33 RC Prizm Prizm AUTO  /25 PSA 10 POP 1/2!!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/164776063184",,,"Ships from United States","29 watchers",
,,,,,"Grand Island, New York, United States","175426218965",,"80000","US $80,000.00","big_capital",,"","2018 NATIONAL TREASURES JOSH ALLEN ROOKIE RPA PATCH AUTO /99 BGS 9/10 4 COLOR","Sports Trading Card",,"https://www.ebay.com/itm/175426218965",,,"Ships from United States","14 watchers",
,,,,,"Alicante, Spain","195066960372",,"89000","US $89,000.00","lococolina73",,"","HIGHEST EVER PSA 8 Michael Jordan 1986 Merchante #163 Card Spanish NBA logo man",,,"https://www.ebay.com/itm/195066960372",,,"16 watchers",,
,,,,,"Seattle, Washington, United States","385143457575",,"80000","US $80,000.00","kaozt-0",,"","Ronaldo Nazario 1998 Merlin England #173 Brazil Foil Sticker PSA 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/385143457575",,,"Ships from United States",,
,,,,,"Richmond, Virginia, United States","115416477941",,"79999","US $79,999.00","stanw1211",,"","2019 Panini Prizm BLACK GOLD /5 Tyler Herro ROOKIE RC BGS 9.5 Gem Mint *Highest*","Sports Trading Card",,"https://www.ebay.com/itm/115416477941",,,"Ships from United States","16 watchers",
,,,,,"Miami, Florida, United States","303977101417",,"80000","US $80,000.00","orbestoffer",,"","2018 LAMELO BALL 1/1 RC PRIZED ROOKIE PRISMATIC RED REFRACTOR RARE GEM MINT!!!","Sports Trading Card",,"https://www.ebay.com/itm/303977101417",,,"Ships from United States","6 watchers",
,,,,,"Menlo Park, California, United States","394129088865",,"80000","US $80,000.00","ig_veriswap",,"","[Veriswap FT] 2013 Prizm Orange Prizm /60 Giannis Antetokounmpo RC #290 BGS 10","Sports Trading Card",,"https://www.ebay.com/itm/394129088865",,,"Ships from United States","16 watchers",
,,,,,"Albany, Louisiana, United States","175141180179",,"90000","US $90,000.00","espy4lsu",,"","2020 PANINI CONTENDERS JOE BURROW ROOKIE CRACKED ICE AUTO #/22 BGS 9.5 10 AUTO",,,"https://www.ebay.com/itm/175141180179",,,"Returns accepted","Ships from United States","20 watchers"
,,,,,"Aubrey, Texas, United States","225034181605",,"79999.99","US $79,999.99","ripken2131",,"","2003 NETPRO ELITE GLOSSY G2 SERENA WILLIAMS PSA 10 RC ROOKIE POP 28 G.O.A.T 🎾🔥","Sports Trading Card",,"https://www.ebay.com/itm/225034181605",,,"Ships from United States","8 watchers",
,,,,,"Brooklyn, New York, United States","374353338274",,"79999.95","US $79,999.95","blackjadedwolf",,"","JOSH ALLEN 2018 CONTENDERS ROOKIE TICKET STUB #1/17 1/1 AUTO PSA 10 AUTOGRAPH 🔥","Sports Trading Card",,"https://www.ebay.com/itm/374353338274",,,"Ships from United States",,
,,,,,"Akron, Ohio, United States","353055158193",,"79999.99","US $79,999.99","ultimate-sports-man-cave",,"","1986 Fleer Michael Jordan #57 Rookie RC BULLS BGS 7.5 NICE HOF","Sports Trading Card",,"https://www.ebay.com/itm/353055158193",,,"Returns accepted","Ships from United States","7 watchers"
,,,,,"Akron, Ohio, United States","313101024049",,"79999.99","US $79,999.99","ultimate-sports-man-cave",,"","1986 FLEER #57 MICHAEL JORDAN ROOKIE RC BGS 7.5","Sports Trading Card",,"https://www.ebay.com/itm/313101024049",,,"Ships from United States","7 watchers",
,,,,,"Raleigh, North Carolina, United States","185466821068",,"79999.99","US $79,999.99","rip_n_flip_wax",,"","Pop 1 LaMelo Ball PSA 9 2020-21 Prizm FOTL GREEN SHIMMER JERSEY # 2/5 278 RC /5","Sports Trading Card",,"https://www.ebay.com/itm/185466821068",,,"Ships from United States","6 watchers",
,,,,,"Long Beach, California, United States","324814590429",,"80000","US $80,000.00","jensodds_n_ends",,"Plus a huge lot and flawless box with Key","2016 BOWMAN CHROME VLADIMIR GUERRERO JR 45/50 RC BGS 9.5 10 AUTO GOLD REFRACTOR","Sports Trading Card",,"https://www.ebay.com/itm/324814590429",,,"Ships from United States",,
,,,,,"Brooklyn, New York, United States","363718140886",,"79999.95","US $79,999.95","blackjadedwolf",,"","JOE BURROW 2020 IMMACULATE LOGO PATCH RPA AUTO /99 ROOKIE PSA 10 GEM MINT POP1🔥","Sports Trading Card",,"https://www.ebay.com/itm/363718140886",,,"Ships from United States","16 watchers",
,,,,,"Hancock, Maine, United States","275162605229",,"85000","US $85,000.00","danabeal",,"","2000 Pacific Autographed Tom Brady Rookie/200 This card is awesome beyond words!","Sports Trading Card",,"https://www.ebay.com/itm/275162605229",,,"Ships from United States","6 watchers",
,,,,,"Oviedo, Florida, United States","155070143616",,"79999","US $79,999.00","dgar6895",,"","2020 National Treasures Football TUA TAGOVAILOA Rookie Hats Off New Era /3 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/155070143616",,,"Ships from United States","5 watchers",
,,,,,"Los Altos, California, United States","114238507785",,"80000","US $80,000.00","faocardsandmore",,"POP1!  GEM MINT! BEAUTIFUL SIGNATURE FOR THE TRUE FAN!","MICHAEL JORDAN 2000-01 UD FLIGHT SCHOOL ULTIMATE GAME USED PATCH AUTO BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/114238507785",,,"Ships from United States","79 watchers",
,,,,,"Brooklyn, New York, United States","363967570770",,"79999.95","US $79,999.95","blackjadedwolf",,"","JA MORANT 2019-20 CONTENDERS PREMIUM GOLD PRIZM ROOKIE AUTO #/10 BGS 9.5/10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/363967570770",,,"Returns accepted","Ships from United States","15 watchers"
,,,,,"Riverside, California, United States","304423479483",,"80000","US $80,000.00","linedrivehits11",,"","2012 Topps Chrome Mike Trout Sepia Refractor /75 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/304423479483",,,"Ships from United States",,
,,,,,"Wake Forest, North Carolina, United States","353455665665",,"85000","US $85,000.00","cardcollecter1",,"","Rare POP. 1.  /50. 2003 LeBron Rookie. BGS 10.  UD Black Diamond. Black Label .5","Sports Trading Card",,"https://www.ebay.com/itm/353455665665",,,"Ships from United States","22 watchers",
,,,,,"Chesterfield, Missouri, United States","185671098594",,"80000","US $80,000.00","thecardexchange314",,"","2000 PLAYOFF CONTENDERS TOM BRADY ROOKIE TICKET TRUE PSA 8 NM-MT #144 & AUTO","Sports Trading Card",,"https://www.ebay.com/itm/185671098594",,,"Returns accepted","Ships from United States","10 watchers"
,,,,,"Schaumburg, Illinois, United States","373945689462",,"79999.99","US $79,999.99","thenearmint",,"","UD Buyback O-pee Chee OPC 2015-16 #U11 UPD/10 Connor McDavid  RC Auto BGS 9 SP🔥","Sports Trading Card","Does not apply","https://www.ebay.com/itm/373945689462",,,"Ships from United States",,
,,,,,"Chatsworth, California, United States","295024058891",,"80000","US $80,000.00","**gallery-of-greats**",,"","1975 KAREEM ABDUL JABBAR *HOF* 1/1 PSA 10 GEM MINT (RARE NABISCO) *SUGAR DADDY*","Sports Trading Card",,"https://www.ebay.com/itm/295024058891",,,"Ships from United States",,
,,,,,"Miami Beach, Florida, United States","203342039550",,"80000","US $80,000.00","princeredpaws",,"","1953 Topps Mickey Mantle SGC 8","Sports Trading Card",,"https://www.ebay.com/itm/203342039550",,,"Ships from United States","62 watchers",
,,,,,"Cupertino, California, United States","234751716433",,"79999.99","US $79,999.99","titanium101",,"","2018 Panini Prizm Gold Prizm Auto Shai Gilgeous-Alexander RC PSA 10 GEM MINT /10","Sports Trading Card",,"https://www.ebay.com/itm/234751716433",,,"17 watchers",,
,,,,,"Mount Laurel, New Jersey, United States","295325356408",,"80000","US $80,000.00","joed70us",,"","1961 Fleer Basketball #8 Wilt Chamberlain RC Rookie HOF PSA 8 NM-MT - Centering","Sports Trading Card",,"https://www.ebay.com/itm/295325356408",,,"Ships from United States","10 watchers",
,,,,,"San Francisco, California, United States","115635133834",,"85995","US $85,995.00","mustang_602",,"","1986-87 Fleer Michael Jordan Rookie #57 BGS 9.5 *True Gem* with 10 Centering🔥🔥","Sports Trading Card","Does not apply","https://www.ebay.com/itm/115635133834",,,"Ships from United States",,
,,,,,"Anchorage, Alaska, United States","334404103736",,"79999.97","US $79,999.97","rare_nostalgia1",,"","2010 Leaf MMA 1st Rookie Card Black 1/1 Printing Plate 8 Jon Jones UFC Goat","Sports Trading Card",,"https://www.ebay.com/itm/334404103736",,,"Returns accepted","Ships from United States","5 watchers"
