"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3"
,,,,,"Taipei, Taiwan","233806242642",,"999","US $999.00","ape_2006_go",,"","2013-14 UD Exquisite Rudy Gobert RC Auto Patch Silver Foil #20/25 BGS 9.5 JAZZ",,,"https://www.ebay.com/itm/233806242642",,,,,,
,,,,,"Bourbonnais, Illinois, United States","304673310524",,"999.99","US $999.99","hot-corner-savings",,"","2021 BOWMAN'S BEST HEATWAVE DIE CUT AUTO SUPERFRACTOR JOSE ABREU 1/1 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/304673310524",,,"Ships from United States",,,
,,,,,"Canoga Park, California, United States","334198620718",,"1000","US $1,000.00","2xplicit1980",,"","2014 Topps Update Mookie Betts Rookie Debut RC #US301 PSA 9 MINT Red Sox C242","Sports Trading Card",,"https://www.ebay.com/itm/334198620718",,,"Ships from United States",,,
,,,,,"Bourbonnais, Illinois, United States","304674927286",,"999.99","US $999.99","hot-corner-savings",,"","2001 E-X ESSENTIAL CREDENTIALS PEYTON MANNING #17 PSA 9 /299 COLTS RARE POP 2","Sports Trading Card",,"https://www.ebay.com/itm/304674927286",,,"Ships from United States",,,
,,,,,"Batavia, Ohio, United States","224680710860",,"1000","US $1,000.00","mcain414",,"","MICHAEL PORTER JR. 2018-19 PANINI PRIZM #32 RED /299 BGS 9 Mint ROOKIE Rc Denver","Sports Trading Card",,"https://www.ebay.com/itm/224680710860",,,"Ships from United States",,,
,,,,,"Fremont, Ohio, United States","265884480196",,"999.99","US $999.99","investment2paradise_lg",,"","2019 CONTENDERS KYLER MURRAY RC AUTO 9.5/10 GEM MINT CARDINALS!","Sports Trading Card",,"https://www.ebay.com/itm/265884480196",,,"Returns accepted","Ships from United States",,
,,,,,"Saint-Marc-des-Carrieres, Quebec, Canada","204120996992",,"987.35","US $987.35","steevesmiv",,"","DICK DUFF  1957-58 PARKHURST  NO T3  PSA 7    54738","Sports Trading Card",,"https://www.ebay.com/itm/204120996992",,,"Returns accepted",,,
,,,,,"Valparaiso, Indiana, United States","224768742062",,"999.99","US $999.99","tammiemk0",,"","2016 Topps Chrome Trea Turner Rookie RC Purple Refractor Auto /250 BGS 9.5! Nats","Sports Trading Card",,"https://www.ebay.com/itm/224768742062",,,,,,
,,,,,"Taipei, Taiwan","115603430253",,"1000","US $1,000.00","great-goods-auction",,"","2015-16 PANINI FLAWLESS EMERALD DIAMOND ANDREW WIGGINS /5 BGS 9.5 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/115603430253",,,,,,
,,,,,"Taipei, Taiwan","115603422014",,"1000","US $1,000.00","great-goods-auction",,"","2013-14 NATIONAL TREASURES LOGO PATCH AUTO RC JONATHAN HUBERDEAU /25 BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/115603422014",,,,,,
,,,,,"Rockwall, Texas, United States","224498506068",,"1000","US $1,000.00","bbc2gpkcollector",,"","1971 Topps #20 Reggie Jackson BVG 8","Sports Trading Card",,"https://www.ebay.com/itm/224498506068",,,"Ships from United States",,,
,,,,,"Valparaiso, Indiana, United States","224945172156",,"999.99","US $999.99","tammiemk0",,"","2017-18 Panini Revolution John Collins Galactic Rookie RC PSA 9 Mint! SSP! Hawks","Sports Trading Card",,"https://www.ebay.com/itm/224945172156",,,"Ships from United States",,,
,,,,,"cainta, Philippines","363909990102",,"1000","US $1,000.00","nbacar63",,"","2008-09 Topps Chrome Russell Westbrook Rookie Refractor Autograph /145","Sports Trading Card",,"https://www.ebay.com/itm/363909990102",,,,,,
,,,,,"Taipei, Taiwan","115608030884",,"1000","US $1,000.00","great-goods-auction",,"","2019-20 PANINI PRIZM ROOKIE BLUE SHIMMER AUTO RC KEVIN PORTER JR PSA 10 POP 8",,,"https://www.ebay.com/itm/115608030884",,,,,,
,,,,,"cainta, Philippines","363909998679",,"1000","US $1,000.00","nbacar63",,"","2007-08 Topps Echelon Kevin Durant Rookie Card HGA 7.5 /999","Sports Trading Card",,"https://www.ebay.com/itm/363909998679",,,,,,
,,,,,"Taipei, Taiwan","115611417917",,"1000","US $1,000.00","great-goods-auction",,"","2019 TOPPS ON DEMAND RC RED PETE ALONSO AARON JUDGE 1/5 BGS 9.5 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/115611417917",,,,,,
,,,,,"Jakarta, Indonesia","165443866137",,"1000","US $1,000.00","ediyapranata",,"","2019-20 Panini Prizm Sensational Signatures Ja Morant PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/165443866137",,,,,,
,,,,,"Taipei, Taiwan","115611419334",,"1000","US $1,000.00","great-goods-auction",,"","2019 TOPPS NOW RC AUSTIN RILEY BGS 10 PRISTINE BLACK LABEL POP 1","Sports Trading Card",,"https://www.ebay.com/itm/115611419334",,,,,,
,,,,,"cainta, Philippines","364074659137",,"700","US $700.00US $1,000.00","nbacar63",,"","1997-98 Skybox Premium Allen Iverson Golden Touch BGS 8","Sports Trading Card",,"https://www.ebay.com/itm/364074659137",,,,,,
,,,,,"Taipei, Taiwan","115608030185",,"1000","US $1,000.00","great-goods-auction",,"","2019-20 COURT KINGS FRESH PAINT AUTO SAPPHIRE RC RJ BARRETT /25 BGS 9.5/10 POP 1",,,"https://www.ebay.com/itm/115608030185",,,,,,
,,,,,"Milwaukee, Wisconsin, United States","234712539572",,"1000","US $1,000.00","bwras5cardsllc",,"","1965 Bergmann Fussball Bundesliga Gerhard Gerd Muller Rookie #267 RC PSA 2.5","Sports Trading Card",,"https://www.ebay.com/itm/234712539572",,,"Ships from United States",,,
"3","3 available",,,,"Long Lake, Minnesota, United States","313665578503",,"1000","US $1,000.00","ste2285",,"","1991 Topps Stadium Club Baseball Series 1 Factory Sealed Case 12 Boxes 🔥Griffey","Sports Trading Card",,"https://www.ebay.com/itm/313665578503",,,,,,
,,,,,"Rockwall, Texas, United States","224483985342",,"1000","US $1,000.00","bbc2gpkcollector",,"","1986 PROCARDS PITTSFIELD CUBS GREG MADDUX RC HOF BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/224483985342",,,"Ships from United States",,,
,,,,,"Nappanee, Indiana, United States","144830377597",,"1000","US $1,000.00","rymar6384",,"","2020-21 Select Zion Williamson Gold 3/10 Prizm 2nd Year SGC 10","Sports Trading Card",,"https://www.ebay.com/itm/144830377597",,,"Returns accepted","Ships from United States",,
,,,,,"Voorhees, New Jersey, United States","393488864288",,"1000","US $1,000.00","little._27",,"","2021 Panini UFC Prizm Ciryl Gane Orange Prizm 33/99 Rookie Card SGC 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/393488864288",,,"Ships from United States",,,
,,,,,"Rockwall, Texas, United States","224498469626",,"999.99","US $999.99","bbc2gpkcollector",,"","1971 Topps #250 Johnny Bench BVG 8","Sports Trading Card",,"https://www.ebay.com/itm/224498469626",,,"Ships from United States",,,
,,,,,"Taipei, Taiwan","115633430265",,"1000","US $1,000.00","great-goods-auction",,"","2012 FUTERA UNIQUE AUTO DIDDER DROGBA /60 BGS 9.5/10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/115633430265",,,,,,
,,,,,"Philippines, Philippines","195092971634",,"999.99","US $999.99","the_ark_stuff",,"","Donovan Mitchell 2017-18 Prizm #117 GREEN REFRACTOR RC Rookie Card BGS 9.5 PSA","Sports Trading Card",,"https://www.ebay.com/itm/195092971634",,,"Returns accepted",,,
,,,,,"Philippines, Philippines","203971362737",,"999.99","US $999.99","the_ark_stuff",,"","Kobe Bryant 1997 SPx Hologram DIE-CUT XRC ROOKIE BGS BCCG 10 MINT TOUGH GRADE!","Sports Trading Card",,"https://www.ebay.com/itm/203971362737",,,"Returns accepted",,,
,,,,,"Baltimore, Maryland, United States","325152845450",,"999.99","US $999.99","andybrezgo76",,"","2019 Prizm Draft Picks Tyler Herro Silver Prizm Autograph Auto PSA 10 Low Pop 9","Sports Trading Card","Does not apply","https://www.ebay.com/itm/325152845450",,,"Ships from United States",,,
,,,,,"Pinedale, Wyoming, United States","125529779301",,"999.99","US $999.99","trewilkinso6",,"","1961 Fleer In Action Wilt Chamberlain psa 5! Great grade of a legend!","Sports Trading Card",,"https://www.ebay.com/itm/125529779301",,,"Best offer available",,,
,,,,,"Dartmouth, Nova Scotia, Canada","354432196507",,"999.95","US $999.95","dlowthers",,"","Dwight Howard 2008 Topps Chrome #12 Gold Refractor 25/50  PSA10","Sports Trading Card",,"https://www.ebay.com/itm/354432196507",,,,,,
,,,,,"Rockwall, Texas, United States","225199346509",,"999.99","US $999.99","bbc2gpkcollector",,"","RYNE SANDBERG 1980 TCMA READING PHILLIES #22 RC ROOKIE PSA 8 PHILLIES","Sports Trading Card",,"https://www.ebay.com/itm/225199346509",,,"Ships from United States","12 watchers",,
,,,,,"温州市,浙江省, China","384803076096",,"999.99","US $999.99","goat0818",,"","Triston Casas 2018 Bowman Sterling Orange Refractor Auto/25 BGS9.5","Sports Trading Card",,"https://www.ebay.com/itm/384803076096",,,,,,
,,,,,"Okotoks, Alberta, Canada","154478895503",,"989.95","US $989.95","oilers6611",,"","1980 OPC #250 Wayne Gretzky PSA 8 NM-MT  2nd Year Card Beauty!","Sports Trading Card",,"https://www.ebay.com/itm/154478895503",,,"29 watchers",,,
,,,,,"Petah-Tikva, Israel","334217616375",,"999.9","US $999.90","itay1",,"","Cristiano Ronaldo Green Orange Wave 2018 Panini Prizm World Cup BGS 9.5 GOAT 🐐",,,"https://www.ebay.com/itm/334217616375",,,,,,
,,,,,"Changhua City, Taiwan","144668890596",,"999.78","US $999.78","lolcollection",,"","EQ 2020-21 Panini Mosaic Serie A Montage White Prizm Paulo Dybala 8/25 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/144668890596",,,,,,
,,,,,"Libertyville, Illinois, United States","392906677810",,"999","US $999.00","stswa-52",,"","2016 BOWMAN’S BEST VLADIMIR GUERRERO JR Orange Refractor 50 AUTO BGS 9.5/10 Vlad","Sports Trading Card",,"https://www.ebay.com/itm/392906677810",,,"100% positive feedback",,,
,,,,,"Lexington, Massachusetts, United States","133981404272",,"999.23","US $999.23","fad327",,"","MICHAEL JORDAN PSA 6 # 62259353 - 1985 Jumpman Nike Sport Card HOF ROOKIE CARD","Sports Trading Card",,"https://www.ebay.com/itm/133981404272",,,"Ships from United States",,,
,,,,,"Carelli, Italy","363579195214",,"999","US $999.00","carrr12",,"","Rookie sticker Andrea Pirlo Calciatori Panini 1997 98 #80 SCC 9.2 no BGS PSA","Sports Trading Card",,"https://www.ebay.com/itm/363579195214",,,,,,
,,,,,"Shanghai, China","394293281161",,"999","US $999.00","cardhobby-cards",,"","Patrick Mahomes II 2019 Panini Select Asia Dragon Scale Premier Level /88 PSA 10",,,"https://www.ebay.com/itm/394293281161",,,,,,
,,,,,"Carelli, Italy","363726678875",,"999","US $999.00","carrr12",,"","Rookie sticker Gianluigi Buffon Calciatori Panini 1995 96 228 SCC 9.0 no PSA BGS","Sports Trading Card",,"https://www.ebay.com/itm/363726678875",,,,,,
,,,,,"Hong Kong, Hong Kong","203889952028",,"999","US $999.00","ysey_63",,"","2019-20 Panini EPL Prizm Soccer RC Declan Rice Red /149 West Ham England Psa9","Sports Trading Card",,"https://www.ebay.com/itm/203889952028",,,,,,
,,,,,"Shanghai, China","394293284178",,"999","US $999.00","cardhobby-cards",,"","Patrick Mahomes II 2019 Donruss Optic Mythical Black Pandora 04/25 BGS 9.5",,,"https://www.ebay.com/itm/394293284178",,,,,,
,,,,,"Carelli, Italy","363585826411",,"999","US $999.00","carrr12",,"","Sticker Eusebio Calciatori Panini 1968 69  SCC 8,5","Sports Trading Card",,"https://www.ebay.com/itm/363585826411",,,,,,
,,,,,"Hong Kong, Hong Kong","203889954502",,"999","US $999.00","ysey_63",,"","2019-20 1st Panini Obsidian Soccer RC Daniel James contra/8 Man Utd Leeds Psa 9","Sports Trading Card",,"https://www.ebay.com/itm/203889954502",,,,,,
,,,,,"San Antonio, Texas, United States","285063729109",,"999","US $999.00","christiebecca",,"","Luka Doncic 2019-20 Panini Spectra - Interstellar /49 #97 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/285063729109",,,"Ships from United States",,,
,,,,,"Hong Kong, Hong Kong","204180442892",,"999","US $999.00","ysey_63",,"","2018-19 Panini Treble Soccer Patch Auto /10 Shinji Kagawa PSA 8 Man Utd BVB","Sports Trading Card",,"https://www.ebay.com/itm/204180442892",,,,,,
,,,,,"Hong Kong, Hong Kong","204180443071",,"999","US $999.00","ysey_63",,"","2018-19 Panini Treble Soccer Patch Auto /10 Shinji Kagawa PSA 8 Man Utd BVB","Sports Trading Card",,"https://www.ebay.com/itm/204180443071",,,,,,
,,,,,"Kowloon, Hongkong, Hong Kong","185163684586",,"999","US $999.00","kech_5594",,"","2019-20 Panini Prizm Zion Williamson PSA 10 Pelicans Hor Rookie🔥","Sports Trading Card",,"https://www.ebay.com/itm/185163684586",,,,,,
,,,,,"Taipei, Taiwan","285044891582",,"999","US $999.00","nasty5432",,"","2004 Sweet Shot Michael Jordan Sweet Swatches SW-MJ Game Jersey RED","Sports Trading Card",,"https://www.ebay.com/itm/285044891582",,,,,,
,,,,,"Kowloon, Hongkong, Hong Kong","184778658950",,"999","US $999.00","kech_5594",,"","Lebron James 👑🔥2019 DONRUSS OPTIC #13 My House Lakers PSA 10 GEM MT Green /199","Sports Trading Card",,"https://www.ebay.com/itm/184778658950",,,"5 watchers",,,
,,,,,"Kowloon, Hongkong, Hong Kong","185163671181",,"999","US $999.00","kech_5594",,"","2019-20 Panini Prizm Ja Morant SP Layup PSA 10 Grizzlies 🔥RC","Sports Trading Card",,"https://www.ebay.com/itm/185163671181",,,,,,
,,,,,"Daejeon, Daejeon, Korea, South","314202992299",,"999","US $999.00","hbs17_5",,"","Gabriel Moreno 2020 Bowman Chrome Prospect Autographs #CPA-GM Auto #/50 HGA 9.5","Sports Trading Card",,"https://www.ebay.com/itm/314202992299",,,,,,
,,,,,"SEOUL, Korea, South","225203431563",,"999","US $999.00","ice-blast",,"","2012 TOPPS CHROME #144 MIKE TROUT REFRACTOR PSA 10 GEM MINT LA ANGELS F1","Sports Trading Card",,"https://www.ebay.com/itm/225203431563",,,"Returns accepted",,,
,,,,,"Wedde, Netherlands","385122384335",,"1000","US $1,000.00","nuttsaboutcards",,"","N'Keal Harry 2019 Panini Encased Auto Diamond 1 of 1","Sports Trading Card",,"https://www.ebay.com/itm/385122384335",,,,,,
,,,,,"Kashiwashi, Japan","155223647048",,"999","US $999.00","japan_rei",,"","2018 Topps Bowman Chrome Shohei Ohtani Base RC #1 (PSA 10 GEM MT)",,,"https://www.ebay.com/itm/155223647048",,,,,,
,,,,,"SEOUL, Korea, South","363726848320",,"999","US $999.00","ice-blast",,"","2017-18 PANINI PRIZM #117 DONOVAN MITCHELL SILVER PSA 10 ROOKIE RC GEM MINT JF",,,"https://www.ebay.com/itm/363726848320",,,"Returns accepted",,,
,,,,,"Singapore, Singapore","234779658361",,"999.99","US $999.99","ivanli823",,"","2017-18 Donruss Optic Premium Box #188 Donovan Mitchell RC Rookie /249 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/234779658361",,,,,,
,,,,,"SEOUL, Korea, South","224661116083",,"999","US $999.00","ice-blast",,"","2015-16 FLAWLESS JIMMY BUTLER 10/15 RUBY AUTO DUAL PATCH BGS 9 10 AUTOGRAPH J5","Sports Trading Card",,"https://www.ebay.com/itm/224661116083",,,"Returns accepted","21 watchers",,
,,,,,"Wedde, Netherlands","385122391540",,"999","US $999.00","nuttsaboutcards",,"","Deebo Samuel Auto Patch 85/99 2019 Immaculate Rookie","Sports Trading Card",,"https://www.ebay.com/itm/385122391540",,,"No returns",,,
,,,,,"Milan, Illinois, United States","313396684473",,"1000","US $1,000.00","xxtux57",,"","1986 fleer basketball Sticker MICHAEL JORDAN ROOKIE BGS 5.5","Sports Trading Card",,"https://www.ebay.com/itm/313396684473",,,"Ships from United States","9 watchers",,
,,,,,"Long Island City, New York, United States","385197377653",,"1000","US $1,000.00","mementomachine",,"","Alan Shearer Final Game Premier League Goalscoring Record Signed Ticket PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/385197377653",,,"Ships from United States",,,
,,,,,"Buford, Georgia, United States","115249561444",,"950","US $950.00","gamedayexp",,"","JOE BURROW 2020 SELECT SILVER PRIZM FIELD LEVEL ROOKIE #346 HGA 9.5 BENGALS 🔥","Sports Trading Card",,"https://www.ebay.com/itm/115249561444",,,"Ships from United States","6 watchers",,
,,,,,"Hamilton, Ontario, Canada","325314064684",,"995.95","US $995.95","sloth55",,"","1968-69 O-PEE-CHEE HOCKEY # 61 CHECKLIST  -   KSA 7.5  -  NM+ (SLOTH55) RARE","Sports Trading Card",,"https://www.ebay.com/itm/325314064684",,,,,,
,,,,,"Hockessin, Delaware, United States","133912931615",,"999.99","US $999.99","cards_found",,"","1982 Topps Jack Morris Blackless #556 PSA 8 NM-MT SUPER RARE POP 4 Only 1 Better","Sports Trading Card",,"https://www.ebay.com/itm/133912931615",,,"Ships from United States",,,
,,,,,"Acworth, Georgia, United States","133678746754",,"999","US $999.00","early-collectible-advertising",,"","1955 TOPPS ERNIE BANKS 2nd YEAR CARD #28 EX-MT 5 PSA GRADE #01648258 Magnificent","Sports Trading Card",,"https://www.ebay.com/itm/133678746754",,,"Ships from United States",,,
,,,,,"Singapore, Singapore","334628023792",,"999.99","US $999.99","ivanli823",,"","2017-18 Essentials Lauri Markkanen Kobe All-Rookie Team RC PSA 10 Gem Case Hit","Sports Trading Card",,"https://www.ebay.com/itm/334628023792",,,,,,
,,,,,"Washington, District Of Columbia, United States","334403264991",,"1000","US $1,000.00","allstarplayboy2000",,"","2014 PANINI FLAWLESS KYRIE IRVING ALMA MATER DIAMOND CARD BGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/334403264991",,,"Longtime member",,,
,,,,,"Moncton, New Brunswick, Canada","255335789483",,"1000","US $1,000.00","motley_stones_fan",,"","BGS 9.5 2007-08 O-Pee-Chee ""Micromotion Black"" Sidney Crosby #399 (#021/100)","Sports Trading Card",,"https://www.ebay.com/itm/255335789483",,,,,,
,,,,,"Moncton, New Brunswick, Canada","255335806570",,"1000","US $1,000.00","motley_stones_fan",,"","BGS 9.5 2007-08 SP Game Used Edition ""Gold"" Sidney Crosby #23 (#051/100)","Sports Trading Card",,"https://www.ebay.com/itm/255335806570",,,,,,
,,,,,"Moncton, New Brunswick, Canada","255335831191",,"1000","US $1,000.00","motley_stones_fan",,"","BGS 10 Pristine 2007-08 Upper Deck MVP ""Checklist"" Sidney Crosby #300 POP2","Sports Trading Card",,"https://www.ebay.com/itm/255335831191",,,,,,
,,,,,"Jakarta Barat, Indonesia","154091479812",,"1000","US $1,000.00","pohonbesar",,"","LUKA DONCIC RC PANINI PRIZM 2018 #280 ROOKIE PSA 9 MINT!!!!",,,"https://www.ebay.com/itm/154091479812",,,,,,
,,,,,"Moncton, New Brunswick, Canada","255335850623",,"1000","US $1,000.00","motley_stones_fan",,"","2008-09 Upper Deck ""Winter Classic"" Sidney Crosby Penguins #WC1 - BGS 10 - POP2","Sports Trading Card",,"https://www.ebay.com/itm/255335850623",,,,,,
,,,,,"Moncton, New Brunswick, Canada","255324342841",,"1000","US $1,000.00","motley_stones_fan",,"","2006-07 Flair Showcase Legacy Coll. Parallel Sidney Crosby BGS 9.5 (#19/35) POP3","Sports Trading Card",,"https://www.ebay.com/itm/255324342841",,,,,,
