"available","availableText","brand","ean","endedDate","image","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,,"Independence, Ohio, United States","334552101807",,"6999.99","US $6,999.99","aztechengineer",,"","1910 T206 PIEDMONT 150 - TY COBB, BAT ON SHOULDER - PSA 2 GD (SVSC)","Sports Trading Card",,"https://www.ebay.com/itm/334552101807",,,"Ships from United States",,
,,,,,,"New Baltimore, Michigan, United States","203265124992",,"6999","US $6,999.00","tigerguy1978",,"","1985 O-Pee-Chee Mario Lemieux PSA 9 (oc) Mint #9 Rookie Card RC Hockey OPC","Sports Trading Card",,"https://www.ebay.com/itm/203265124992",,,"Returns accepted","Ships from United States","5 watchers"
,,,,,,"Boston, Massachusetts, United States","195035899559",,"6999","US $6,999.00","www.topsportscards",,"","RARE! 1985 Interlake Boy Scouts Michael Jordan RC PSA 7 (Top Sports Cards)","Sports Trading Card",,"https://www.ebay.com/itm/195035899559",,,"12 watchers",,
,,,,,,"Deerwood, Minnesota, United States","354094706249",,"7000","US $7,000.00","niel_3378",,"","Kyler Murray Rookie RPA Panini One /49 9.5 BGS Grade","Sports Trading Card",,"https://www.ebay.com/itm/354094706249",,,"Ships from United States",,
,,,,,,"Westfield, Massachusetts, United States","134019898551",,"6999","US $6,999.00","whipcityshop",,"","2000 Bowman Chrome Football #236 Tom Brady Rookie Card RC BGS Mint 9 (3) 9.5s #3","Sports Trading Card",,"https://www.ebay.com/itm/134019898551",,,"Ships from United States",,
,,,,,,"Salina, Kansas, United States","185530065272",,"6999","US $6,999.00","k-state7",,"","Patrick Mahomes Graded 8 &10 Panini Rookie Autograph 2017 Elite Pen Pal Blue Ink","Sports Trading Card",,"https://www.ebay.com/itm/185530065272",,,"Ships from United States",,
,,,,,,"Lexington, Kentucky, United States","174957029197",,"6999.99","US $6,999.99","hotsteppers12",,"","1986-87 Fleer Michael Jordan Rookie BGS 7.5 Card (3-8's) #57 GOAT Investment! 📈","Sports Trading Card",,"https://www.ebay.com/itm/174957029197",,,"Ships from United States","6 watchers",
,,,,,,"Westfield, Massachusetts, United States","134019895626",,"6999","US $6,999.00","whipcityshop",,"","2000 Bowman Chrome Football #236 Tom Brady Rookie Card RC BGS Mint 9 (3) 9.5s #2","Sports Trading Card",,"https://www.ebay.com/itm/134019895626",,,"Ships from United States",,
,,,,,,"Oxnard, California, United States","325445734538",,"6999","US $6,999.00","aburum",,"","RARE! MAGIC JOHNSON! 1984! BASF jumbo Lakers PSA 8  HOF- lakers celtics legacy!","Sports Trading Card",,"https://www.ebay.com/itm/325445734538",,,"Ships from United States",,
,,,,,,"Enfield, Connecticut, United States","185676105152",,"6995","US $6,995.00","cards2cars",,"","2000 TOM BRADY FLEER SHOWCASE ROOKIE SHOWCASE FIRST BGS 8 /250 RC 9.5 CENTER!",,,"https://www.ebay.com/itm/185676105152",,,"Ships from United States","10 watchers",
,,,,,,"Warminster, Pennsylvania, United States","165649992519",,"7000","US $7,000.00","pristinemjsports",,"","1954 Bowman #65 Mickey Mantle New York Yankees HOF PSA 7 NM "" PMJS","Sports Trading Card",,"https://www.ebay.com/itm/165649992519",,,"Ships from United States","14 watchers",
,,,,,,"Taipei, Taiwan","334529573898",,"6999","US $6,999.00","ape_2006_go",,"","2017-18 Encased Kobe Bryant Perfect 10 On Card Auto #08/49 Old Jersey # BGS 9.5",,,"https://www.ebay.com/itm/334529573898",,,"11 watchers",,
,,,,,,"Waco, Texas, United States","394337688248",,"6999.99","US $6,999.99","brentbanks",,"","1948 1949 Leaf Gum Jackie Robinson RC SGC 1 Rookie #79 Dodgers Baseball Card","Sports Trading Card","Does not apply","https://www.ebay.com/itm/394337688248",,,"Ships from United States","36 watchers",
,,,,,,"Huntingdon Valley, Pennsylvania, United States","384095915744",,"6999.99","US $6,999.99","sportsale",,"","2009-10 Upper Deck Lebron James Card Signed #149 BGS 9 Auto 10 Cavaliers","Sports Trading Card",,"https://www.ebay.com/itm/384095915744",,,"Returns accepted","Ships from United States","13 watchers"
,,,,,,"Denver, Colorado, United States","274800464871",,"6999.99","US $6,999.99","mylegofigures",,"","2016 PRIZM DOMANTAS SABONIS ROOKIE RC SILVER 255 AUTO JERSEY BGS 9.5/10 LOT PSA","Sports Trading Card",,"https://www.ebay.com/itm/274800464871",,,"Ships from United States",,
,,,,,,"Saint-Leonard, Quebec, Canada","184938002017",,"9500","C $9,500.00","patrick54_2009",,"","1955 TOPPS  #50 JACKIE ROBINSON BVG 7Centered 100% Front-Back!! Way undergraded","Sports Trading Card",,"https://www.ebay.com/itm/184938002017",,,"5 watchers",,
,,,,,,"Saint-Leonard, Quebec, Canada","185252814231",,"9500","C $9,500.00","patrick54_2009",,"","1971 OPC # 148 Guy Lafleur RC PSA 7  + Authentique Signature.Centred.UNIQUE!!!","Sports Trading Card",,"https://www.ebay.com/itm/185252814231",,,"6 watchers",,
,,,,,,"Saint-Leonard, Quebec, Canada","185166033372",,"9500","C $9,500.00","patrick54_2009",,"","Topps 1965 # 116 Phil Esposito RC PSA 8. Best on the market.Read description!!","Sports Trading Card",,"https://www.ebay.com/itm/185166033372",,,"10 watchers",,
,,,,,,"Los Angeles, California, United States","185375826019",,"6995","US $6,995.00","cardmedley_ig",,"","2014 Prizm World Cup Matchups Silver Cristiano Ronaldo Lionel Messi PSA 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/185375826019",,,"Ships from United States","25 watchers",
,,,,,,"Quezon City, Philippines","185636796727",,"7000","US $7,000.00","actais",,"","2014-15 Panini Spectra STEPHEN CURRY Patch Auto Emerald /5 SICK PATCH RARE NOTE","Sports Trading Card",,"https://www.ebay.com/itm/185636796727",,,"5 watchers",,
,,,,,,"CDMX, Mexico","225274589892",,"6990","US $6,990.00","manchas2019",,"","DIEGO MARADONA AUTOGRAPHED SIGNED PHOTO 8X10 COA JSA","Sports Trading Card",,"https://www.ebay.com/itm/225274589892",,,,,
,,,,,,"Saint Petersburg, Florida, United States","304708004447",,"6999.99","US $6,999.99","aacollectibles91",,"","PATRICK MAHOMES 2017 Select COPPER Field Level Prizm RC 35/75 BGS 9.5 Non Auto","Sports Trading Card",,"https://www.ebay.com/itm/304708004447",,,"Ships from United States","5 watchers",
,,,,,,"Colorado Springs, Colorado, United States","275570943621",,"6999.99","US $6,999.99","kemdacards",,"","T206 Carolina Brights Back Billy Campbell PSA 4. Pop 2 - None Higher!","Sports Trading Card",,"https://www.ebay.com/itm/275570943621",,,"Ships from United States","5 watchers",
,,,,,,"Antioch, California, United States","153911995499",,"6999.99","US $6,999.99","dkwilson84",,"","2006 Derek Jeter Ultimate Collection Patch Auto BGS 9 w/(3) 9.5’s  JERSEY #2/25","Sports Trading Card",,"https://www.ebay.com/itm/153911995499",,,"Ships from United States",,
,,,,,,"Sumida, Tokyo, Japan","195403374266",,"6990","US $6,990.00","momosportscards",,"","2020-21 Panini Crown Royale KABOOM! #23 LaMelo Ball RC Rookie PSA 9",,,"https://www.ebay.com/itm/195403374266",,,"7 watchers",,
,,,,,,"Carmel, Indiana, United States","144270835431",,"7000","US $7,000.00","naptowncards",,"","2018 Court Kings Heir Apparent LUKA DONCIC Rookie AUTO /199 BGS 9.5 10 Tru Gem+","Sports Trading Card",,"https://www.ebay.com/itm/144270835431",,,"Ships from United States","21 watchers",
,,,,,,"San Diego, California, United States","295124497385",,"6999.99","US $6,999.99","9999rbush",,"","1986 Fleer Sticker Michael Jordan RC #8 PSA 9 ST",,,"https://www.ebay.com/itm/295124497385",,,"Ships from United States",,
,,,,,,"Bradley, Illinois, United States","333921166270",,"6999.99","US $6,999.99","mst_collection",,"","1988 Fleer All-Star #120 Michael Jordan SGC 9.5 "" 50/50 Dead Centered Gem Mint!!","Sports Trading Card",,"https://www.ebay.com/itm/333921166270",,,"Ships from United States","10 watchers",
,,,,,,"Tempe, Arizona, United States","225211760775",,"6999","US $6,999.00","desert-ice-sports",,"","1993 SP DEREK JETER RC #279 BGS 9 - With 9.5 Centering","Sports Trading Card",,"https://www.ebay.com/itm/225211760775",,,"Returns accepted","Ships from United States",
,,,,,,"Chiangmai, Thailand","363952018712",,"6999","US $6,999.00","th-cards",,"","2018-19 Panini Prizm Signatures Luka Doncic #RS-LDC PSA 10 GEM MT Rookie Auto RC","Sports Trading Card",,"https://www.ebay.com/itm/363952018712",,,,,
,,,,,,"SEOUL, Korea, South","363608932985",,"6999","US $6,999.00","ice-blast",,"","2014-15 COURT KINGS KOBE BRYANT AUTO 7/40 BGS 8.5 10 IMPRESSIONIST INK J5","Sports Trading Card",,"https://www.ebay.com/itm/363608932985",,,"Returns accepted","13 watchers",
,,,,,,"Cincinnati, Ohio, United States","115506707825",,"7000","US $7,000.00","6thboroughsportscards",,"","(20x) 2003 NetPro Elite Event Starter Serena Williams Rookie Card RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/115506707825",,,"Ships from United States",,
,,,,,,"Dallas, Texas, United States","334590367893",,"6999.99","US $6,999.99","toprooks",,"","2018 Bowman Chrome YORDAN ALVAREZ Gold Refractor Auto rc rookie /50 PSA 9 Mint","Sports Trading Card","Does not apply","https://www.ebay.com/itm/334590367893",,,"Ships from United States","7 watchers",
,,,,,,"Herndon, Virginia, United States","334604807069",,"6999.99","US $6,999.99","mahtkratoong",,"","1986 FLEER STICKER #8 MICHAEL JORDAN RC BULLS HOF PSA 9",,,"https://www.ebay.com/itm/334604807069",,,"Ships from United States",,
,,,,,,"Portsmouth, New Hampshire, United States","185557485546",,"6999.99","US $6,999.99","mc_sportscards",,"","TRAE YOUNG BGS 9 2018-19 CHRONICLES #11 ASCENSION PLATINUM ROOKIE AUTO 1/1 RC",,,"https://www.ebay.com/itm/185557485546",,,"Ships from United States",,
,,,,,,"Tempe, Arizona, United States","195421862723",,"6999","US $6,999.00","desert-ice-sports",,"","1993 SP DEREK JETER RC #279 BGS 9 - With 9.5 Centering","Sports Trading Card",,"https://www.ebay.com/itm/195421862723",,,"Returns accepted","Ships from United States",
,,,,,,"Portsmouth, New Hampshire, United States","175423314795",,"6999.99","US $6,999.99","mc_sportscards",,"","BLAZE JORDAN PSA 10 2021 BOWMAN CHROME 1ST PROSPECT ORANGE REFRACTOR AUTO RC /25",,,"https://www.ebay.com/itm/175423314795",,,"Ships from United States",,
,,,,,,"Shenyang, Liaoning, China","194867713987",,"6999.99","US $6,999.99","personalcollection_cardworld",,"","2009-10 Panini Court Kings #129 Stephen Curry RC Rookie AUTO /649 BGS 9.5 Auto 9","Sports Trading Card",,"https://www.ebay.com/itm/194867713987",,,"7 watchers",,
,,,,,,"彰化縣彰化市, Taiwan","353948970817",,"6999.78","US $6,999.78","jobystore",,"","2018-19 Contenders Optic Orange Prizm RC Auto Shai Gilgeous Alexander 2/25 BGS",,,"https://www.ebay.com/itm/353948970817",,,"14 watchers",,
,,,,,,"Normal, Illinois, United States","255711100741",,"6995","US $6,995.00","field_of_cards",,"","2009 Elite Extra Edition #57 MIKE TROUT Auto #28/149 MiLB JSY # 1/1 BGS 9.5/10",,,"https://www.ebay.com/itm/255711100741",,,"Ships from United States",,
,,,,,,"Wisconsin Rapids, Wisconsin, United States","234659596674",,"6995","US $6,995.00","high-endcards",,"","2017 PANINI FLAWLESS DONOVAN MITCHELL GOLD GAME JERSEY AUTO 6/10 RC PSA 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234659596674",,,"Ships from United States","6 watchers",
,,,,,,"彰化縣彰化市, Taiwan","353948988941",,"6999.78","US $6,999.78","jobystore",,"","2018-19 Contenders Optic Facing Right Red Prizm RC Auto Trae Young /149 PSA 10",,,"https://www.ebay.com/itm/353948988941",,,"5 watchers",,
,,,,,,"Thornhill, Ontario, Canada","234782104488",,"6999","US $6,999.00","beanz1980",,"","1986-87 Fleer Basketball #57 Michael Jordan Rookie RC PSA 8 Chicago Bulls","Sports Trading Card",,"https://www.ebay.com/itm/234782104488",,,"44 watchers",,
,,,,,,"Notre-Dame-des-Prairies, Quebec, Canada","324519152102",,"6995","US $6,995.00","mycollectionsplus",,"","2005/06 UD BEEHIVE SIGNATURE SCRAPBOOK SIDNEY CROSBY ROOKIE BGS 9.5 AUTO BGS 10","Sports Trading Card",,"https://www.ebay.com/itm/324519152102",,,"7 watchers",,
,,,,,,"彰化縣彰化市, Taiwan","354008070466",,"6999.78","US $6,999.78","jobystore",,"","2020-21 Panini Select Rookie RC Tiger Stripe Prizm #61 Anthony Edwards PSA 10 SP","Sports Trading Card",,"https://www.ebay.com/itm/354008070466",,,"27 watchers",,
,,,,,,"Laguna Niguel, California, United States","284333215067",,"6999","US $6,999.00","wo_59877",,"","2019-20 Topps Chrome Bundesliga Giovanni Reyna Green Refractor Rookie /99 PSA 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/284333215067",,,"Ships from United States","28 watchers",
,,,,,,"SEOUL, Korea, South","185020784278",,"6999.99","US $6,999.99","bs_sports_cards",,"","2016 Panini Flawless soccer Harry Kane Momentous Dual Jersey Auto 3/15 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/185020784278",,,"33 watchers",,
,,,,,,"Waterloo, Wisconsin, United States","185254471037",,"7000","US $7,000.00","swingmanbuyselltrade",,"","1999 Topps Chrome Early Road To The Hall Refractor /100 BGS 9.5 Ken Griffey Jr","Sports Trading Card",,"https://www.ebay.com/itm/185254471037",,,"Ships from United States","22 watchers",
,,,,,,"Oak Park, California, United States","234287615072",,"6999.99","US $6,999.99","southerncaliforniapicker",,"","2003-04 Topps Pristine Refractor #101 Lebron James RC Rookie 1205/1999 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/234287615072",,,"Returns accepted","Ships from United States","6 watchers"
,,,,,,"Reseda, California, United States","265895460555",,"7000","US $7,000.00","carzzzzz4u",,"","2001 Fleer Authority Rookie Prominence Ichiro /25 RARE PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/265895460555",,,"Ships from United States",,
,,,,,,"Kaohsiung, Taiwan","184940478349",,"6999","US $6,999.00","kaicts-0",,"","Kobe Bryant auto /79 on card BGS 9 Golden Vintage 2018-19 opulence basketball","Sports Trading Card",,"https://www.ebay.com/itm/184940478349",,,"6 watchers",,
,,,,,,"Honolulu, Hawaii, United States","304612937153",,"7000","US $7,000.00","furuwaka59",,"","BGS 8.5 RCR 1998-99 Skybox #9 Michael Jordan Noyz Boyz  Die Cut Chicago Bulls","Sports Trading Card",,"https://www.ebay.com/itm/304612937153",,,"Returns accepted","Ships from United States","29 watchers"
,,,,,,"Seoul, Korea, South","325062472974",,"7000","US $7,000.00","bros_sportscard",,"","2019-20 Panini Prizm P/L Breakaway Prizm Lime Green 199 Heung-Min Son 5/5 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/325062472974",,,"9 watchers",,
,,,,,,"Santa Ana, California, United States","174979715440",,"7000","US $7,000.00","vavas101",,"","2018/19 PRIZM BASKETBALL LUKA DONCIC ROOKIE SP GREEN PRIZM NM-MINT 8.5 BECKETT","Sports Trading Card",,"https://www.ebay.com/itm/174979715440",,,"Ships from United States",,
,,,,,,"Honolulu, Hawaii, United States","363302859695",,"6999.99","US $6,999.99","furuwaka59",,"","BGS 9 2012 National Treasures Mike Trout Game Used Bat Relic Auto Booklet #5/5","Sports Trading Card",,"https://www.ebay.com/itm/363302859695",,,"Returns accepted","Ships from United States",
,,,,,,"Denver, Colorado, United States","134345140622",,"6999.99","US $6,999.99","peytonschelp",,"","2018 Kylian Mbappe Panini KABOOM! PSG Case Hit Rookie Card SSP PSA 9 MINT RC!!","Sports Trading Card",,"https://www.ebay.com/itm/134345140622",,,"Ships from United States","10 watchers",
,,,,,,"cainta, Philippines","364074658194",,"5300","US $5,300.00US $7,000.00","nbacar63",,"","Stephen Curry 2009-10 Topps Gold RC PSA 7 #d /2009","Sports Trading Card",,"https://www.ebay.com/itm/364074658194",,,,,
,,,,,,"San Diego, California, United States","295124469062",,"6999.99","US $6,999.99","9999rbush",,"","1978 Topps Burger King Alan Trammell PSA 10 #15 rare LOW POP",,,"https://www.ebay.com/itm/295124469062",,,"Ships from United States","7 watchers",
,,,,,,"Madison, Wisconsin, United States","125315185470",,"6999.99","US $6,999.99","treyburnstud23",,"","2019-20 Crown Royale Zion Williamson LeBron James Air to the Throne /49 PSA 10!!","Sports Trading Card",,"https://www.ebay.com/itm/125315185470",,,"Ships from United States","5 watchers",
,,,,,,"Cape Girardeau, Missouri, United States","184480518009",,"6999.99","US $6,999.99","baseball4ever11",,"","Wayne Gretzky 1979-80 TOPPS RC PSA 7 Rookie Old Label Beauty","Sports Trading Card",,"https://www.ebay.com/itm/184480518009",,,"Ships from United States","10 watchers",
,,,,,,"Barre, Vermont, United States","115634886008",,"7000","US $7,000.00","katwoman_2007",,"Beckett 9.5 / 10 on card Autograph","Kobe Bryant 2013-14 Panini Spectra Jersey #/20 orange on card Auto","Sports Trading Card",,"https://www.ebay.com/itm/115634886008",,,"Ships from United States",,
,,,,,,"Northridge, California, United States","224868170552",,"7000","US $7,000.00","authenticbeauty_sportsautograph",,"","2004 UPPER DECK TRILOGY AUTO FOCUS KOBE BRYANT SIGNATURE AUTOGRAPH BGS 9.5 10 SP","Sports Trading Card",,"https://www.ebay.com/itm/224868170552",,,"Ships from United States","36 watchers",
,,,,,,"Locust Grove, Virginia, United States","265739079965",,"6999.99","US $6,999.99","mbures713",,"","2018 Flawless Juan Soto RC Dual Patch Auto #/25 BGS 8.5/10 Autograph","Sports Trading Card",,"https://www.ebay.com/itm/265739079965",,,"Returns accepted","Ships from United States",
,,,,,,"Bakersfield, California, United States","194471350436",,"6999.99","US $6,999.99","jseron",,"","2016 Panini Prizm #218 Carson Wentz RC Rookie Gold Prizm Refractor /10 PSA 9 SP","Sports Trading Card",,"https://www.ebay.com/itm/194471350436",,,"Ships from United States","9 watchers",
,,,,,,"Nolensville, Tennessee, United States","325209800967",,"6999.99","US $6,999.99","sealedcases_on_ig",,"","2018-19 Panini Optic Trae Young Black Velocity Rookie RC /39 BGS 9.5 - Pop 1/1","Sports Trading Card",,"https://www.ebay.com/itm/325209800967",,,"Ships from United States",,
,,,,,,"Tracy, California, United States","313954768909",,"6999.99","US $6,999.99","redngoldsports",,"","LEBRON JAMES 2006-07 UPPER DECK HARDCOURT AUTO FLOOR #08/23 BGS 9.5/10 GEM POP 1","Sports Trading Card",,"https://www.ebay.com/itm/313954768909",,,"Ships from United States","28 watchers",
,,,,,,"Brockport, New York, United States","374296992174",,"6999.99","US $6,999.99","sportcardauctionscom",,"","2017 Panini Prizm Silver #269 Patrick Mahomes II RC Gem Mint PSA DNA 10 Auto",,,"https://www.ebay.com/itm/374296992174",,,"7 watchers",,
,,,,,,"Statesboro, Georgia, United States","285023527027",,"6999","US $6,999.00","gatordoc35",,"","2020-21 Topps Gold  Tyson beck Erling Haaland orange Elite 5/5 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/285023527027",,,"Ships from United States",,
,,,,,,"Vacaville, California, United States","165270263794",,"6999","US $6,999.00","adwit-8733",,"","2017-18 Flawless De'Aaron Fox Patch Auto Rookie Card RC #03/10  10/10 Grades",,,"https://www.ebay.com/itm/165270263794",,,"Ships from United States","17 watchers",
,,,,,,"Brooklyn, New York, United States","363500281480",,"6999.95","US $6,999.95","blackjadedwolf",,"","TACKO FALL 2019-20 MOSAIC BLACK PRIZM SNAKESKIN ROOKIE SSP #1/1 KOBE PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/363500281480",,,"Returns accepted","Ships from United States","9 watchers"
